,date,description,lat,lng,place
45,7/30/2009,Worker was working under a lift truck performing maintenance.� The jacks failed and the lift truck fell on the worker.,41.9927335,-87.9777715,"Jerry Castle & Son Hi-Lift, Elk Grove Village, IL� 60007"
46,7/31/2009,Worker was standing on the back of a golf cart and fell off.� He was then run over by a truck.,41.7783444,-87.9420584,"Ruth Lake Country Club, Hillsdale, IL� 60521"
47,7/13/2009,"Victim was standing beside a tractor trailer dump truck operating the dump controls, unloading gravel. The load and the body shifted, causing the trailer to rollover, crushing the victim.",31.98962289999999,-83.2001537,"Saenz Transport dba Luis Saenz, Rhine, GA 31077"
48,7/23/2009,Victim was completing electrical work from a ladder. He was shocked and fell 8 feet to the ground.,29.5676137,-98.6050736,"Dausin Electric Company San Antonio, TX 78249"
49,7/24/2009,Victim was polishing a shaft. The shaft flew out and struck him on the chest.,30.025833,-91.823258,"Tuttle's Machine and Supplies, New Iberia, LA 70563"
50,7/27/2009,Victim was noted to be somewhat disoriented and had a large knob on head.,43.551386,-87.942144,"Times Printing Co., Inc., Random Lake, WI 53075"
51,7/29/2009,"In replacing an air pump with an electric pump that was leaking naphtha, an explosion occurred. One employee fatality and one employee hospitalization.",34.2500938,-88.40873320000001,"Mueller Copper Tube Co., Inc., Fulton, MS 38843"
52,7/30/2009,Victim fell from a swing stage after the cable supports broke.,32.9499721,-96.8682006,"NOW Specialities, Inc. Dallas, TX 75202"
53,7/31/2009,Victim fell 15 feet at an air freight terminal.,40.0437716,-74.61725489999999,"Twin Oaks Moving Co., Inc., Wrightstown, NJ 08562"
54,8/3/2009,Victim fell 60 feet from a flat roof.,40.671148,-74.114462,"OSO Construction, LLC Bayonne, NJ 07002"
55,8/4/2009,Victim was moving a large metal fixture with a bridge crane. The fixture slipped off the supports and crushed him.,32.819076,-97.07535380000002,"CAMtech Precision Manufacturing, Inc. Euless, TX 76040"
56,8/4/2009,"Victim, during the repair/construction of building gutters, fell from a mechanical lift.",30.631357,-90.51944700000001,"CGH Speciality Contractors, Inc. Independence, LA 70443"
57,8/4/2009,Victim was crushed by a skid steer bucket.,40.6397314,-74.1391434,"Perfecto Entreprise Company Inc., Staten Island, NY 10302"
58,8/4/2009,"Victim was performing roofing operations. While removing a skylight on the roof, stepped into the open hole and fell.",29.5377315,-95.1182645,"Shawn Hoppingarner Roofing, Webster, TX 77598"
59,8/4/2009,Lightning struck a maintenance truck as it was on an airport tarmac. Four employees were hospitalized.,44.8997705,-116.1213326,"Siller Brothers, Inc., McCall, ID 83638"
60,8/4/2009,Victim was returning to a job assignment and was struck by a yard-truck.,32.816906,-96.991309,"YRC Corp., Dallas, TX 75247"
61,8/5/2009,"Victim was installing roof shingles from a 20-foot aluminum ladder, contracted an electrical service and fell from the ladder.",40.785052,-73.84057,"Roofing/Renovations, Collage Point, NY 11356"
62,8/6/2009,Victim was at the jobsite to inspect and fell from the scaffolding.,41.9371922,-87.6481259,"Albert J. Wagner & Son, Incorporated Chicago, IL 60614"
63,8/7/2009,Victim was cutting steel from an aerial lift and fell 7-8 feet to the floor below.,40.0431857,-77.189131,"Eastcao Enterprises Incorporated, Myerstown, PA 17405"
64,7/8/2009,"Employees were removing a cap on a 12-inch natural gas pipeline. Employees working nearby were doing some oxygen/acetylene cutting. While removing the cap, natural gas escaped and was ignited by the cutting process. One employee fatality and two employees were hospitalized.",28.8435905,-99.58960429999999,"L&J Roustabout Batesville, TX 78829"
65,8/2/2009,"Victim was unloading a palette of boxed flowers, and was struck on the torso, while pulling a box towards him. The stack of boxed fell, causing him to lose his balance, and fall backwards down 1'8"" high.",25.7941872,-80.3146264,"United Parcel Service Co., Miami, FL 33152"
66,8/3/2009,"The safety supports failed on a dump truck bed, causing the bed of the dump truck to fall onto the victim, crushing him.",34.7463279,-86.7745108,"L&L Fleet Services, LLC Madison, AL 35756"
67,8/6/2009,"Victim, during a choreographed sword fight, stumbled and fell into a wall.",28.365398,-81.5212643,"Walt Disney World Lake Buena Vista, FL 32830"
68,8/6/2009,"Victim was found off his forklift, apparent heart attack.",33.62286040000001,-84.4647531,"Zodiac Services Americas College Park, GA 30337"
69,8/10/2009,Victim was picking up trash/debris along the roadside and was struck by a tire that had sheared off a truck axle.,33.0218117,-97.12516989999999,"Sweeping Services of Texas - Operating LP Lewisville, TX 75022"
70,8/11/2009,Victim was struck on the head by a metal trench plate.,40.360966,-74.28961,"Lucas Construction Group, Inc. Avenel, NJ 07001"
71,8/11/2009,"Victim was doing landscaping services. He was later found collapsed in the company truck, apparent heat stress.",29.080222,-81.044619,"MJM Greenway Landscaping & Management, Inc. Port Orange, FL 32128"
72,8/11/2009,Victim was surveying the ramp shoulder and was struck by an automobile.,30.1680154,-81.5255056,"Superior Construction, LLC Jacksonville, FL 32256"
73,8/12/2009,Victim leaned across a horizontal milling machine turning at 138 RPM. One of the sleeves of his shirt was caught by either the spinning shaft or drift. Victim was pulled off the floor and wrapped around the shaft.,31.8699307,-102.4061715,"SMC, Inc. Odessa, TX 79764"
74,8/12/2009,"Victim was welding on an overhead interior structure of a water tank, and collapsed on the scaffold, possible heat stress.",29.6468383,-95.6788802,"Tank Builders, Inc. Richmond, TX 77407"
75,8/2/2009,"Victim was pouring gasoline into a carburator of a truck, it backfired and covered the victim with buring gasoline.",39.4223523,-79.0094355,"Sisler Lumber Company New Creek, WV 26743"
76,8/7/2009,"Victim was working on the second floor, nailing in window jams. He fell out of the window, 13 feet to the ground.",37.375453,-89.672095,"Time Dameron Construction Co. Jackson, MO 63755"
77,8/10/2009,Victim was working on a circuit breaker and received an electricl shock.,40.0751823,-74.5639216,"Jersey Central Power & Light Company Wrightstown, NJ 08562"
78,8/13/2009,Victim was removing sheetrock and metal studs. He was electrocuted by exposed wires.,29.96018789999999,-95.5587992,"Craftsman Drywall Contractors LLC Houston, TX 77070"
79,8/13/2009,Victim died from a heat stroke.,33.9255183,-83.9214896,"Jim Stucco Inc. Lawrenceville, GA 30045"
80,8/14/2009,"Victim was removing a 5,000-pound valve using a 50-ton mobile truck crane. During the process, the valve came free from its rigging and fell through the scaffold platform that the victim was standing on. Both the valve and the victim fell 10 feet to the inside of the tank, with the valve pinning the victim to inside wall.",40.149994,-79.869091,"All Industrial Services, Inc. Monessen, PA 15062"
81,8/14/2009,Victim fell 18 feet from a ladder jack scaffold.,40.585904,-79.76721599999999,"John Molina Contracting New Kensington, PA 15068"
82,8/14/2009,Victim was operating a walk-behind stripe groover machine and was struck from behind by an errant vehicle.,38.932461,-92.69374230000001,"Park-Mark Inc. Boonville, MO 65233"
83,8/14/2009,Victim was working on a foundation of a single family residence. He collapsed outside the adjacent house.,29.5800207,-95.27889259999999,"Suarez Construction Pearland, TX 77581"
84,8/17/2009,"VIctim was working from a ladder, repairing a pipe in the kitchen area, and fell from the ladder.",38.6508007,-93.21814769999999,"D&M Plumbing Sedalia, MO 65301"
85,8/17/2009,"Victim was covering concrete with a burlap cover. The winds picked up the burlap cover, entagling the victim and pulled him off the bridge. He fell 18-20 feet to the dirt embankment below.",46.8993924,-99.29999029999999,"Industrial Builders, Inc. Medina, ND 58467"
86,8/17/2009,"Victim was installing a ceiling light from a ladder and received an electrical shock from the light wiring. He fell 10 feet to the shop floor, stiking objects in the repair bay on his way down.",30.1539812,-82.64439569999999,"Jim's Auto Service, L.L.C. Lake City, FL 32025"
87,8/17/2009,Victim was struck on the head by a traveling block of a ship-based crane.,30.429378,-89.05415579999999,"Trinity Yachts, LLC. Gulfport, MS 39503"
88,8/17/2009,"Victim was performing tumbling and roll movements, made contact with another employee and afterwards exhibited difficulty breathing.",28.385233,-81.563874,"Walt Disney World Co. Lake Buena Vista, FL 32830"
89,8/18/2009,Victim was 140 feet inside a tunnel adjusting openings when the tunnel became filled with water. Victim drowned.,29.6791061,-95.386011,"Boring &Tunneling Co. of America Houston, TX 77054"
90,8/18/2009,Victim was in a man-lift and was electrocuted.,39.1495912,-84.39099910000002,"Brock & Sons Construction Cincinnati, OH 45227"
91,8/18/2009,"Victim was driving a skid steer loader from a dumpster, suspended by a crane, at the 7th floor level of a building being demolished. He put the loader into reverse causing the suspended dumpster to swing away from the building, which resulted in the skid steer loader being thrown from the dumpster, falling to the ground below.",41.909211,-87.796191,"Delta Demolition, Inc. Chicago, IL 60616"
92,8/18/2009,"Victim was installing a new cable TV. While crawling under the house, came in contact with a bare wire, and was electrocuted.",33.8972662,-87.6679765,"Direct TV Home Service Inc. Eldrige, AL 35554"
93,8/18/2009,"Victim was preparing a piece of equipment for maintenance, and collapsed.",28.639564,-81.82503899999999,"Metals USA - Royal Aluminum Groveland, FL 34736"
94,8/18/2009,Victim fell five stories from a 2-point suspended scaffold after the cable broke.,40.7306765,-73.9581092,"Nova Restoration of NY Inc. Brooklyn, NY 11215"
95,8/19/2009,"Victim was on a ladder changing a light bulb, and fell.",38.6682669,-90.32308069999999,"Denny Hornbeck Construction University City, MO 63130"
96,8/19/2009,"Victim was operating a forklift. The forklift turned, tipped over, and pinned the victim.",40.5937968,-84.5413933,"Fleek Farms, Inc. Celina, OH 45822"
97,8/19/2009,Victim was blowing leaves and debris. The leaf blower he was using contacted an air conditioning unit. Victim was electrocuted.,29.720173,-95.50882399999999,"LTD Lanscaping and Supplies, Inc. Houston, TX 77036"
98,8/20/2009,Victim was performing welding operations and was electrocuted.,25.9124508,-80.2554368,"Master Mechanical Services, Inc. Hinleah, FL 33012"
99,8/20/2009,Victim was preparing a hover hookup and was struck by a snag or tree that had been dislodged b a helicopter rotor wash.,45.81348759999999,-117.0657531,"U.S. Forest Service, Wallowa Whitman Nat. Forest Baker City, OR 87814"
100,8/20/2009,Victim was preparing a hover hookup and was struck by a snag or tree that had been dislodged b a helicopter rotor wash.,45.81348759999999,-117.0657531,"U.S. Forest Service, Wallowa Whitman Nat. Forest, Baker City, OR 87814"
101,8/12/2009,"Victim was operating a lawn tractor and the tractor tipped over, rolling onto the victim.",42.7334108,-90.4515763,"Heartland Affordable Housing Platteville, WI 53818"
102,8/13/2009,"Victim was working in an aerial lift upgrading three phases of an electrical distribution line. He was on the pole during the process of hoisting and moving the existing energized ""A"" phase and contacted energized conductors and was exposed to 7,620-volts of AC voltage. Victim was electrocuted.",28.8111556,-81.27183409999999,"Advanced Utility Service, Inc. Sanford, FL 32773"
103,8/15/2009,Victim was installing asphalt shingles and fell 40 feet to the ground.,40.1792138,-80.27154709999999,"C.A. Franc Construction Washington, PA 15301"
104,8/17/2009,Victim was working from a basket lifted up by a rough terrain forklift that tipped over on its side.,30.2751945,-89.78117449999999,"Ultimate Siding and Gutters, LLC Slidell, LA 70461"
105,8/21/2009,"Victim was working in the basket of an articulating truck mounted boom. During movement of the boom, victim was catapulted out of the basket.",40.1525938,-79.56207909999999,"Asplundh Tree Expert Company Wilkinsburg, PA 15221"
106,8/21/2009,"Victim was assembling a stairway on the outside of a grain bin. He was stepping from the stairs to a metal ladder and suffered an attack, possible electric shock and fell to the ground.",40.843236,-97.50168,"Crane and Grain Service York, NE 68467"
107,8/21/2009,"Victim was pressure washing a vessel standing on a scaffold 15 to 20 feet, and fell.",33.7613305,-117.8862584,"Southeast Coastal Services Gibsonton, FL 33534"
108,8/22/2009,"Victim was working an outdoor sale at a store and was struck by a car, pinning the victim to the building.",46.9019144,-98.7082598,"Blockbuster Video Jamestown, ND 58401"
109,8/22/2009,Victim was performing drywall work and fell 9 feet from a tubular welded scaffold.,41.004663,-84.5265227,"Taylor Brothers & Associates, Ltd. Paulding, OH 45879"
110,8/24/2009,"Victim was cleaning out a pit at a grain elevator. He was walking near the unguarded opening and fell through, 15-20 feet, to the bottom of the pit.",40.143898,-97.869208,"Cooperative Producers, Inc. Ruskin, NE 60974"
111,8/24/2009,"Victim was in a 60-foot high silo unclogging a discharge hole. While in the process of drilling a hole and remvoing the pipe, the victim clutched his chest and fell over.",40.00158769999999,-78.99038759999999,"Somerset Barn Equipment Canonsburg, PA 15317"
112,8/25/2009,Victim was moving a ladder and touched the overhead power line with the ladder. He was electrocuted.,29.9797336,-90.16354419999999,"Affordable Fast Gutters LLC Metairie, LA 70001"
113,8/25/2009,Victim was working from an 8-foot step ladder doing caulking on a ceiling/wall area and fell to the ground.,40.113809,-104.970124,"Mark Young Construction Corp. Elizabeth, CO 80107"
114,8/25/2009,Victim was operating a knuckle boom truck and was crushed between the boom and the controls.,40.7779482,-73.7801447,"Tri-State Electrical Contracting Inc. Bay Terrce, NY 11360"
115,8/26/2009,Victim was struck and pinned by two track-hoes.,34.6774716,-92.4109158,"ABC Salvage & Scrap Metal, Inc. Little Rock, AR 72210"
116,8/26/2009,Victim was conducting service work on a coke vending machine and was electrocuted.,41.997535,-88.171342,"Ace Coffee Bar, Inc. Streamwood, IL 60107"
117,8/26/2009,Victim fell from a 3-step ladder.,30.5647886,-97.6892647,"Disney Stores USA, LLC Round Rock, TX 78864"
118,8/27/2009,"Victim, during a grinding operation, was struck by an exploding grinding wheel.",40.7146209,-84.1118238,"Whemco, Inc. (Ohio Foundry Division) Lima, OH"
119,8/26/2009,Employee was thrown from an asphalt roller while working on a road paving project (possible heart attack instead - more information will be provided after investigation).,35.961428,-85.81298,"Dekalb Co. Hwy. Dept., Public Sector, Smithville, TN"
120,8/26/2009,Employee was involved in a bridge blasting and painting operation. Employee was wearing a harness but was not tied off to the horizontal lifeline. Fall from the elevated walkboard resulted in fatal injuries.,39.285401,-84.555114,"UCL, Inc., West Chester, OH 45069"
121,8/27/2009,"Employee was in the warehouse when a pallet of door panels stacked 15-feet high and weighing 850 lbs fell from the top of the stacked palets, crushing the employee.",35.2537874,-95.12826989999999,"Davis Buildings, Stigler, OK 74462"
122,8/27/2009,Employee was working from a ladder and fell to the ground. Head injuries resulted in a fatality.,31.9996421,-81.1227055,"Volvo of Savannah, Savannah, GA 31406"
123,8/28/2009,Employee was working with a gasoline powered scarifying machine. Probable cause of death was carbon monoxide poisoning.,40.7418793,-73.3501448,"JMR Concrete, Brooklyn, NY 11208"
124,8/28/2009,"Employee was observed hanging by his harness from the bridge of a ""Kone"" 60-ton crane. After rescue, the coroner reported the cause of death was electrocution.",38.0023237,-87.4845698,"Konecranes Inc. dba Crane Pro, Henderson, KY"
125,8/28/2009,"Employee was below the elevator releasing the elevator jaws. The elevator dropped, crushing the employee.",40.6451082,-73.9865516,"Pro Elevator Services Inc., Brooklyn, NY 11218"
126,8/28/2009,Employee was installing a new tire. The explosive separation of the and its components resulted in fatal head injuries.,42.002986,-87.943488,"Tredco Tire Services, Elk Grove Village, IL 60007"
127,9/1/2009,Employee was engaged in residential roofing work and fell 26 feet to his death.,42.0369526,-87.75240339999999,"Greenleaf Construction, Inc., Skokie, IL 60077"
128,9/2/2009,Employee was struck by a derrick.,28.041117,-99.3544787,"Coastal Drilling Land Company, Encinal, TX 78019"
129,9/2/2009,Employee operating a skid steer loader on a slope was killed when the skid stree loader rolled over.,42.6133442,-77.403768,"Meisenzahl Construction, Co., Naples, NY 14512"
130,8/13/2009,Employee fell down the stairs. Stairs did not have a hand rail.,40.53989199999999,-76.95847599999999,"Millersburg Area Ambulance Association, Millerburg, PA 17061"
131,8/18/2009,Employee was performing masonry work 250 feet above ground but was not wearing fall protection. Fall to the ground resulted in fatal injuries.,40.3773679,-80.0044556,"Mariani & Richards, Inc., Pittsburgh, PA 15222"
132,9/2/2009,The worker was found in the freezer warehouse at forklift operator station.,21.333623,-157.882955,"HFM Food Service, HI"
133,9/2/2009,The worker developed breathing problems. EMS arrived and took the Worker to the hospital. The worker died at the hospital.,40.79312770000001,-73.88601,"NYCDOC Rikers Island, East Elmhurst, NY 11370"
134,9/3/2009,"Two employees were working inside a confined space area when an explosion occurred, then a fire. One employee fatality and one employee was hospitalized.",40.29387940000001,-79.87277739999999,"Power Piping Company, Clairton, PA 15025"
135,9/4/2009,Employee suffered a fatal heart attack while observing fire fighting activities at the workplace.,41.3179313,-81.971017,"Cross-Roads Asphalt Recycling, Inc., Columbia Station, OH 44028"
136,9/4/2009,Employee was aboard a vessel observing loading the compartment with calcined coke. He tripped over a coaming and struck his head on a vent pipe.,29.8731831,-93.9329119,"Gulf Coast Surveyors, Inc., Port Arthur, TX 77641"
137,9/4/2009,Worker was power washing hog crates when he fell to the floor and became non-responsive.,42.50488800000001,-93.263227,"Iowa Select Farms, LLP, Kanawha, IA 50126"
138,9/4/2009,"As a tree limb was being lowered to the ground, the limb struck an employee causing fatal injuries.",40.78593310000001,-74.7801645,"Nicholas Migliaccio, Long Valley, NJ 07853"
139,9/4/2009,Employee was found unconscious at the base of a fixed ladder. Employee transported to hospital where he was pronounced dead.,47.1674807,-122.47887,"Northwest Abatement Services, Inc., Fort Lewis, WA 98433"
140,9/4/2009,"Fatal heart attack. Worker was on a pizza delivery run, when his car ran off the road and struck a tree.",36.9274083,-88.34490269999999,"Razban Enterprises dba Dominoes Pizza, Benton, KY 42025"
141,9/8/2009,Worker was crushed by a truck when it fell over on him while lowering a cut tree with the boom of the truck.,35.1196344,-84.8644169,"Johnson's Tree Service, Cleveland, TN"
142,9/8/2009,Worker was loading containers on a barge and was found crushed between the containers.,55.682299,-132.5225599,"Northland Services, Thorne Bay, AK 99919"
143,9/8/2009,Employees were working on a road construction project. The back set of duals came off a trailer and struck the employees. One employee fatality and one employee hospitalization.,19.0519127,72.8293975,"Western Engineering Company, Chappell, NE 69129"
144,9/9/2009,"Employee was pulling a pallet. The pallet broke causing the employee to fallbackwards, hitting his head against a metal door.",39.9457904,-75.3222792,"Fresh Grocer, Drexel Hill, PA 19026"
145,9/9/2009,The worker was first on the scene and called the fire department. He walked around the building to assess the situation. The worker collapsed as emergency responders arrived. He was transported to the hospital where he was pronounced dead.,40.8421087,-73.4114039,"Huntington Manor FD, Huntington Station, NY 11746"
146,9/9/2009,The worker was operating a weed-eater on the side of the highway when he was struck by a car.,34.2057166,-79.25449019999999,"McKenzie Contracting, Mullins, SC 29574"
147,9/10/2009,Employees were shutting down a natural gas well and flushing it with water. They disturbed a pocket of hydrogen sulfide and were overcome by the gas. One employee fatality and two employees were hospitalized.,39.275341,-82.8225239,"Chipco LLC Oil & Gas Company, Londonderry, OH 45647"
148,9/10/2009,A cable was hooked to a small trailer that was up against a tree. The trailer started moving and the Worker got between the trailer and the truck and was caught between the two.,36.83290410000001,-87.47358009999999,"CMH Moving Inc., Hopkinsville, KY"
149,9/8/2009,Worker was caught between a dock plate and a truck's trailer.,40.0124603,-75.1711831,"Transor Inc., Philadelphia, PA 19129"
150,9/10/2009,Worker was making a connector from a store sign to a breaker panel and was electrocuted.,29.858279,-95.3855619,"Atlas SIgn, Houston, TX 77036"
151,9/11/2009,The Worker was pinned under a construction trailer while working for Outdoor Creations Landscaping & Design. The tandem axle trailer was parked on a slight incline and began to roll backwards at some point pinning the Worker between the tires of the two axles.,43.044574,-91.39086499999999,"Outdoor Creations Landscape & Design, McGregor, IA 52157"
152,9/12/2009,The Worker was found on the kitchen floor of the Edgewater Hotel & Casino. The Worker told a co-worker that he had collapsed on the floor. The co-worker went for help and when he returned the Worker was not responding. Attempts were made to revive him but he never responded.,35.1606084,-114.5716887,"Edgewater Hotel & Casino, Laughlin, NV 89028"
153,9/12/2009,"Worker was standing on a scissor lift taking inventory and fell 5 feet, hitting his head on the cement below.",39.0352589,-94.68813519999999,"IBT, Inc., Merriam, KS 66203"
154,9/13/2009,Worker was demolishing a concrete block wall when the wall collapsed striking the Worker resulting in crushing injuries which resulted in the fatality.,35.847975,-78.561966,"Tony's Construction Service, Inc., Raleigh, NC"
155,9/14/2009,During culvert removal preparations the Worker placed himself in an excavation with no cave-in protection. The Worker was killed when a cave-in occurred.,43.0759678,-107.2902839,"Earth Words Solutions, WY"
156,9/14/2009,Worker fell through a skylight.,40.652935,-75.212999,"Gordon Bennett Painting Inc., Whitehouse Station, NJ 08889"
157,9/14/2009,Worker died as a result of being struck by a dead alder tree.,47.50682399999999,-122.086899,"Issaquah Highlands Recreation Club, Issaquah, WA 98027"
158,9/14/2009,Worker during the erection of a communication tower fell 325 feet.,36.7281154,-91.8523711,"S & S Communication Specialists Inc., Wet Plains, MO 65775"
